,Model,Substância,cm_0,cm_1,cm_2,cm_3,cm_4,cm_5,cm_6,cm_7,cm_8
1715,RandomForestClassifier,Benzos,102,6,4,43,1,2,20,5,5
1716,RandomForestClassifier,Benzos,98,10,4,35,6,5,18,5,7
1717,RandomForestClassifier,Benzos,94,13,5,36,5,5,17,4,8
1718,RandomForestClassifier,Benzos,96,10,6,34,7,5,24,4,1
1719,RandomForestClassifier,Benzos,101,6,4,36,6,4,16,10,4
1720,RandomForestClassifier,Benzos,102,4,5,34,6,7,22,4,4
1721,RandomForestClassifier,Benzos,101,8,2,38,5,4,13,10,7
1722,RandomForestClassifier,Benzos,103,4,4,39,6,2,19,6,5
1723,RandomForestClassifier,Benzos,98,7,6,33,8,6,19,4,7
1724,RandomForestClassifier,Benzos,103,5,4,37,6,3,16,8,6
1725,RandomForestClassifier,Benzos,100,7,5,36,5,5,20,4,6
1726,RandomForestClassifier,Benzos,92,16,4,34,6,6,16,7,7
1727,RandomForestClassifier,Benzos,102,6,4,37,4,5,21,4,4
1728,RandomForestClassifier,Benzos,100,9,3,36,8,2,19,7,3
1729,RandomForestClassifier,Benzos,105,4,2,34,10,2,16,7,7
1730,RandomForestClassifier,Benzos,102,6,3,39,6,2,19,4,7
1731,RandomForestClassifier,Benzos,103,6,2,34,8,5,23,3,4
1732,RandomForestClassifier,Benzos,101,7,3,38,6,3,20,3,7
1733,RandomForestClassifier,Benzos,103,2,6,38,7,2,25,4,1
1734,RandomForestClassifier,Benzos,99,10,3,38,5,3,18,2,10
1735,RandomForestClassifier,Benzos,104,5,3,38,3,5,20,5,5
1736,RandomForestClassifier,Benzos,102,7,3,35,3,8,19,8,3
1737,RandomForestClassifier,Benzos,98,9,5,36,7,3,15,9,5
1738,RandomForestClassifier,Benzos,100,8,4,38,4,4,18,4,7
1739,RandomForestClassifier,Benzos,97,9,5,34,6,6,20,4,6
1740,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1741,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1742,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1743,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1744,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1745,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1746,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1747,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1748,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1749,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1750,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1751,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1752,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1753,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1754,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1755,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1756,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1757,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1758,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1759,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1760,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1761,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1762,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1763,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1764,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1765,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1766,RandomForestClassifier,Caff,0,0,4,0,0,8,0,0,176
1767,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1768,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1769,RandomForestClassifier,Caff,0,0,3,0,0,9,0,0,175
1770,RandomForestClassifier,Cannabis,45,12,5,19,9,19,10,12,57
1771,RandomForestClassifier,Cannabis,49,7,6,21,10,17,5,12,61
1772,RandomForestClassifier,Cannabis,42,11,9,16,10,22,13,9,56
1773,RandomForestClassifier,Cannabis,46,10,6,14,9,25,10,8,60
1774,RandomForestClassifier,Cannabis,45,10,7,12,11,25,5,5,68
1775,RandomForestClassifier,Cannabis,43,12,7,19,7,22,8,7,63
1776,RandomForestClassifier,Cannabis,43,9,10,20,11,17,8,5,65
1777,RandomForestClassifier,Cannabis,50,8,4,21,7,19,13,7,58
1778,RandomForestClassifier,Cannabis,51,4,7,18,13,16,8,8,62
1779,RandomForestClassifier,Cannabis,48,6,8,18,8,21,9,5,64
1780,RandomForestClassifier,Cannabis,45,7,10,11,9,27,8,8,63
1781,RandomForestClassifier,Cannabis,51,9,2,16,8,24,10,5,63
1782,RandomForestClassifier,Cannabis,42,12,8,15,14,19,9,11,58
1783,RandomForestClassifier,Cannabis,47,6,9,22,5,21,9,5,64
1784,RandomForestClassifier,Cannabis,46,6,10,15,10,23,8,5,65
1785,RandomForestClassifier,Cannabis,44,12,6,20,9,19,10,8,60
1786,RandomForestClassifier,Cannabis,41,14,7,21,6,21,3,9,66
1787,RandomForestClassifier,Cannabis,49,7,6,18,9,20,7,13,58
1788,RandomForestClassifier,Cannabis,50,5,7,19,12,16,13,10,55
1789,RandomForestClassifier,Cannabis,47,7,8,18,7,22,7,14,57
1790,RandomForestClassifier,Cannabis,41,12,9,11,12,24,7,8,64
1791,RandomForestClassifier,Cannabis,45,11,6,18,15,15,8,8,62
1792,RandomForestClassifier,Cannabis,47,8,7,24,6,18,6,9,63
1793,RandomForestClassifier,Cannabis,47,8,7,18,8,22,11,5,62
1794,RandomForestClassifier,Cannabis,50,7,5,20,7,21,10,10,58
1795,RandomForestClassifier,Cannabis,48,6,8,18,11,19,8,13,57
1796,RandomForestClassifier,Cannabis,45,9,8,14,12,22,5,15,58
1797,RandomForestClassifier,Cannabis,48,9,5,16,12,19,8,6,64
1798,RandomForestClassifier,Cannabis,41,14,7,14,6,27,9,8,61
1799,RandomForestClassifier,Cannabis,46,8,8,17,11,19,6,6,66
1800,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1801,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1802,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1803,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1804,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1805,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1806,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1807,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1808,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1809,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1810,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1811,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1812,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1813,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1814,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1815,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1816,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1817,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1818,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1819,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1820,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1821,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1822,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1823,RandomForestClassifier,Choc,0,0,4,0,0,6,0,0,178
1824,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1825,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1826,RandomForestClassifier,Choc,0,0,3,0,0,7,0,0,178
1827,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1828,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1829,RandomForestClassifier,Choc,0,0,3,0,0,6,0,0,178
1830,RandomForestClassifier,Coke,108,11,1,40,10,2,9,7,0
1831,RandomForestClassifier,Coke,102,17,1,37,14,1,6,10,0
1832,RandomForestClassifier,Coke,106,14,0,35,15,2,13,3,0
1833,RandomForestClassifier,Coke,104,16,0,42,10,0,11,5,0
1834,RandomForestClassifier,Coke,99,21,0,38,14,0,8,8,0
1835,RandomForestClassifier,Coke,111,9,0,41,11,0,12,4,0
1836,RandomForestClassifier,Coke,106,13,0,38,15,0,11,5,0
1837,RandomForestClassifier,Coke,109,10,0,40,13,0,8,7,0
1838,RandomForestClassifier,Coke,105,13,1,39,14,0,8,6,1
1839,RandomForestClassifier,Coke,110,8,1,35,17,1,6,8,1
1840,RandomForestClassifier,Coke,105,13,2,40,11,1,7,9,0
1841,RandomForestClassifier,Coke,104,16,0,37,15,0,13,3,0
1842,RandomForestClassifier,Coke,113,7,0,45,7,0,11,5,0
1843,RandomForestClassifier,Coke,99,21,0,35,16,1,10,6,0
1844,RandomForestClassifier,Coke,108,11,1,38,13,1,11,5,0
1845,RandomForestClassifier,Coke,105,15,0,39,13,0,8,7,1
1846,RandomForestClassifier,Coke,103,16,0,36,16,1,10,6,0
1847,RandomForestClassifier,Coke,110,9,0,37,16,0,9,6,0
1848,RandomForestClassifier,Coke,102,17,0,35,18,0,6,8,1
1849,RandomForestClassifier,Coke,110,9,0,38,15,0,10,5,0
1850,RandomForestClassifier,Coke,106,13,1,36,16,0,7,9,0
1851,RandomForestClassifier,Coke,109,10,1,37,12,3,11,5,0
1852,RandomForestClassifier,Coke,110,10,0,43,9,0,11,4,1
1853,RandomForestClassifier,Coke,111,9,0,37,15,0,8,8,0
1854,RandomForestClassifier,Coke,106,14,0,38,14,0,13,3,0
1855,RandomForestClassifier,Coke,111,9,0,39,13,0,12,4,0
1856,RandomForestClassifier,Coke,102,16,1,39,14,0,11,5,0
1857,RandomForestClassifier,Coke,106,13,0,36,17,0,11,4,0
1858,RandomForestClassifier,Coke,103,16,0,36,15,2,9,5,1
1859,RandomForestClassifier,Coke,99,19,1,34,19,0,7,8,0
1860,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1861,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1862,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1863,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1864,RandomForestClassifier,Crack,168,1,0,17,0,0,2,0,0
1865,RandomForestClassifier,Crack,168,1,0,17,0,0,2,0,0
1866,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1867,RandomForestClassifier,Crack,169,0,0,16,0,0,2,0,0
1868,RandomForestClassifier,Crack,169,0,0,16,0,0,2,0,0
1869,RandomForestClassifier,Crack,168,0,0,17,0,0,2,0,0
1870,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1871,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1872,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1873,RandomForestClassifier,Crack,168,1,0,17,0,0,2,0,0
1874,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1875,RandomForestClassifier,Crack,168,1,0,17,0,0,2,0,0
1876,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1877,RandomForestClassifier,Crack,169,0,0,16,0,0,2,0,0
1878,RandomForestClassifier,Crack,168,1,0,16,0,0,2,0,0
1879,RandomForestClassifier,Crack,168,0,0,17,0,0,2,0,0
1880,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1881,RandomForestClassifier,Crack,168,1,0,17,0,0,2,0,0
1882,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1883,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1884,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1885,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1886,RandomForestClassifier,Crack,169,0,0,17,0,0,2,0,0
1887,RandomForestClassifier,Crack,169,0,0,16,0,0,2,0,0
1888,RandomForestClassifier,Crack,169,0,0,16,0,0,2,0,0
1889,RandomForestClassifier,Crack,167,1,0,17,0,0,2,0,0
1890,RandomForestClassifier,Ecstasy,100,12,2,24,25,2,12,9,2
1891,RandomForestClassifier,Ecstasy,100,11,3,30,15,6,8,12,3
1892,RandomForestClassifier,Ecstasy,96,15,2,25,23,3,13,10,1
1893,RandomForestClassifier,Ecstasy,95,17,1,29,21,1,12,10,2
1894,RandomForestClassifier,Ecstasy,89,21,3,29,20,2,11,12,1
1895,RandomForestClassifier,Ecstasy,101,11,1,31,18,2,11,12,1
1896,RandomForestClassifier,Ecstasy,97,13,3,28,19,4,11,8,5
1897,RandomForestClassifier,Ecstasy,93,20,0,22,27,1,8,14,2
1898,RandomForestClassifier,Ecstasy,91,19,3,22,27,1,11,12,1
1899,RandomForestClassifier,Ecstasy,101,10,2,30,20,0,7,15,2
1900,RandomForestClassifier,Ecstasy,90,21,3,22,25,4,11,11,1
1901,RandomForestClassifier,Ecstasy,105,9,0,25,25,1,12,10,1
1902,RandomForestClassifier,Ecstasy,98,14,1,26,24,1,14,8,2
1903,RandomForestClassifier,Ecstasy,98,12,3,30,20,1,13,10,1
1904,RandomForestClassifier,Ecstasy,93,18,2,31,19,1,12,10,2
1905,RandomForestClassifier,Ecstasy,99,10,4,26,21,4,10,9,5
1906,RandomForestClassifier,Ecstasy,92,20,1,21,27,3,10,13,1
1907,RandomForestClassifier,Ecstasy,98,14,1,34,14,2,10,12,2
1908,RandomForestClassifier,Ecstasy,102,11,0,30,17,3,12,11,1
1909,RandomForestClassifier,Ecstasy,97,15,1,25,23,2,8,14,2
1910,RandomForestClassifier,Ecstasy,95,17,2,29,19,3,4,16,3
1911,RandomForestClassifier,Ecstasy,97,15,2,27,23,1,13,10,0
1912,RandomForestClassifier,Ecstasy,101,12,0,26,23,2,11,11,2
1913,RandomForestClassifier,Ecstasy,97,14,2,25,25,1,9,15,0
1914,RandomForestClassifier,Ecstasy,101,10,2,24,23,4,11,10,3
1915,RandomForestClassifier,Ecstasy,94,18,1,28,17,6,12,10,2
1916,RandomForestClassifier,Ecstasy,98,14,1,24,25,2,11,9,4
1917,RandomForestClassifier,Ecstasy,95,13,5,29,20,1,12,10,2
1918,RandomForestClassifier,Ecstasy,93,15,5,27,21,2,13,11,0
1919,RandomForestClassifier,Ecstasy,94,18,1,26,23,1,12,10,2
1920,RandomForestClassifier,Heroin,167,0,0,16,0,0,5,0,0
1921,RandomForestClassifier,Heroin,167,0,0,15,1,0,5,0,0
1922,RandomForestClassifier,Heroin,167,0,0,15,1,0,5,0,0
1923,RandomForestClassifier,Heroin,167,0,0,16,0,0,5,0,0
1924,RandomForestClassifier,Heroin,167,0,0,14,1,0,6,0,0
1925,RandomForestClassifier,Heroin,167,0,0,15,0,0,6,0,0
1926,RandomForestClassifier,Heroin,166,0,1,15,0,0,6,0,0
1927,RandomForestClassifier,Heroin,166,1,0,15,0,0,5,0,0
1928,RandomForestClassifier,Heroin,166,0,0,16,0,0,5,0,0
1929,RandomForestClassifier,Heroin,166,0,0,16,0,0,5,0,0
